Abundance,SAMEA728908,SAMEA728622,SAMEA728808,SAMEA728663,SAMEA728854,SAMEA728851,SAMEA728772,SAMEA728755,SAMEA728706,SAMEA728646,SAMEA728680,SAMEA728785,SAMEA728913,SAMEA728876,SAMEA728697,SAMEA728749,SAMEA728887,SAMEA728929,SAMEA728674,SAMEA728602,SAMEA728690,SAMEA728923,SAMEA728791,SAMEA728862,SAMEA728821,SAMEA728920,SAMEA728942,SAMEA728873,SAMEA728933,SAMEA728685,SAMEA728630,SAMEA728611,SAMEA728760,SAMEA728703,SAMEA728805,SAMEA728814,SAMEA728734,SAMEA728665,SAMEA728740,SAMEA728617,SAMEA728899,SAMEA728627,SAMEA728652,SAMEA728783,SAMEA728672,SAMEA728777,SAMEA728902,SAMEA728797,SAMEA728586,SAMEA728835,SAMEA728649,SAMEA728918,SAMEA728843,SAMEA728788,SAMEA728574,SAMEA728831,SAMEA728726,SAMEA728799,SAMEA728916,SAMEA728867,SAMEA728635,SAMEA728700,SAMEA728865,SAMEA728670,SAMEA728717,SAMEA728667,SAMEA728614,SAMEA728950,SAMEA728794,SAMEA728692,SAMEA728884,SAMEA728599,SAMEA728766,SAMEA728582,SAMEA728826,SAMEA728769,SAMEA728890,SAMEA728638,SAMEA728661,SAMEA728894,SAMEA728848,SAMEA728817,SAMEA728925,SAMEA728802,SAMEA728774,SAMEA728763,SAMEA728905,SAMEA728897,SAMEA728589,SAMEA728723,SAMEA728745,SAMEA728720,SAMEA728731,SAMEA728712,SAMEA728780,SAMEA728565,SAMEA728845,SAMEA728570,SAMEA728676,SAMEA728752,SAMEA728643,SAMEA728594,SAMEA728709,SAMEA728859,SAMEA728743,SAMEA728714,SAMEA728910,SAMEA728856,SAMEA728839,SAMEA728658,SAMEA728737,SAMEA728946,SAMEA728655,SAMEA728561,SAMEA728870,SAMEA728938,SAMEA728578,SAMEA728881,SAMEA728812,SAMEA728829,SAMEA728878,SAMEA728728,SAMEA728607,SAMEA728758
c__CFGB76465,0.10127,0.07714,0.06368,0,0,0.3157,0,0,0.10229,0,0.36764,0.54388,0.32755,0,0.17376,0.18495,0.14034,0.15165,0.27774,0,0.06723,0,0,0.48062,0,0.0922,0.10542,0,0,0.07337,0.26285,0.12118,0.02367,0.08603,0,0.7006,0.123,0.00395,0,0.31869,0,0.4978,0.01264,0,0.14287,0.25822,0.11587,0,0.13261,0,0,0,0,0,0.14636,0.28429,0.10778,1.47556,0.44265,0.25399,0.01002,0.12281,0.1463,0,0,0.37532,0.12253,0.33042,0.14075,0,0.30139,0.01345,0,0.05014,0.69983,0,0,0,0.14728,0,0.16586,0.0402,0.30071,0.3408,0,0,0.07949,0.51247,0.11061,0.3539,0.15653,0.05701,0.16962,0,0.00139,0,0,0,0.1881,0.26741,0.06036,0.72836,0,0.08387,0.0595,0.33873,0.02106,0,0.05563,0.76055,0,0.03941,0,0.05578,0,0.19486,0,0.10317,0,0,0.42279,0.07454,0.03809,0
c__CFGB10477,0.09631,0.73119,0.10389,0,0,0.04396,0.61157,0,0.89137,0,0.09891,0.35698,0,0,0.1004,0.48786,0,0.31445,1.34184,0,0.17112,0.09377,0,0.10293,0,0.0746,2.38049,0.22306,0,0.16241,0.03765,0.11635,0.00331,0.54779,0.00657,0.08193,0.0204,0.06411,0,0,0,0.27666,0.16072,0.02245,1.64469,0.26991,0.90317,0,0.06754,0,0,0,0,0,0.20679,0,0.85953,0,0.0357,0.52466,0.03278,0.90575,0.55815,0,0.06119,0.61272,0.11612,0.43542,0.93351,0,0.38551,0,0,0.00847,0,0,0,0,0.41974,0,0,0,0,0,0,0,0.02666,0.22048,0.07766,0,0.09143,0.02228,0,0,1.0883,0,0,0,0.24678,0.21029,0.16306,0.09809,0,0,0,0.03829,0,0,0.06332,0.23738,0,0.10441,0.26529,0.13844,0,0.00924,0,0.13648,0,0,0.82218,0,0,0
c__CFGB76783,0.08484,0.22253,0.06689,0.41346,1.88552,0.08134,0.01631,0.85199,0,0.02839,0.00365,0,0.05258,0.50837,0.21757,0.37931,0.07755,0.18186,0.42904,0.55452,0.58317,0.05355,0,0.14171,2.12764,0.20914,0.00426,0,0.03305,0.16109,0.40897,0.01401,0.07113,0.03985,0.1467,0.02103,0.34683,0.48137,0,0.45548,0,0.31018,0.32693,4.45701,0.17988,0.91236,0.12183,0,0.14831,0,1.1293,0,0.33812,0,0.01527,0.59714,0,1.072,0.01392,0.07419,0.11427,0.33247,0.33579,0.01711,0,0,0.09666,0.25196,0.47991,0,1.67439,0.21621,0,0.10197,1.97125,0,0,0.9308,0.10274,0,0.16369,6.59505,0.95402,0,0,0.80441,0.33815,0.1938,0.49662,1.26432,0.17871,0.40253,0,0.33398,0.40761,3.63378,0,0,0.01312,0.40337,0.37744,0.11933,0,0.45764,0.39082,0.31969,0.0909,0.02705,0.11561,0.13272,0.13225,0.39923,0.02603,0.68094,1.03585,5.31937,0.57255,0.56165,0.2002,0,0.43898,0.01978,0.12831,0
c__CFGB667,0.06961,0.00338,0,0,0,0.06504,0,0.01161,0,0,0,0.10305,0,0,0,0,0,0.42472,0,0,0,0,0,0,0,0,0,0.08404,0,0,0.0821,0,0,0,0.08183,0,0,0,0,0,0,0,0,0.03177,0,0,0,0,0,0,0,0,0,0,0.02201,0,0,0.3364,0.00174,0.13218,0,0,0,0,0,0.03549,0,0.02327,0.06821,0,0,0,0.25762,0,0,0,0,0,0.13338,0,0.0134,0.00603,0,0,0,0,0,0,0,0.09369,0,0,0.07272,0,0,0,0,0,0,0,0.02837,0,0,0,0,0,0,0,0,0,0,0,0,0.02171,0,0,0,0.05278,0,0,0,0,0,0
c__CFGB1211,0.06947,0.08489,0,0,0,0.08664,0.22915,0,0,0,0.04405,0.06222,0,0.03125,0.05986,0.07767,0,0.02154,0,0,0.03517,0.06354,0,0.10501,0,0.0159,0,0.02266,0.03904,0.00513,0.04093,0.03424,0,0.06428,0.04842,0,0.04355,0.02332,0,0.0425,0,0.04631,0,0.03357,0.01436,0.07162,0,0,0,0,0,0,0,0,0.1137,0.01209,0.09386,0,0.03465,0.02703,0.04064,0.04502,0.10291,0,0.03228,0.03421,0.05154,0.00611,0,0,0.01755,0,0.07603,0,0,0,0,0,0.05579,0,0.0577,0,0.03204,0.06746,0,0.03675,0,0.08725,0,0.06423,0,0.009,0.07118,0,0.05117,0,0,0,0.03377,0.02548,0.10085,0,0,0.05361,0,0.01068,0,0,0,0.11801,0,0.03163,0.05469,0.16245,0,0,0,0.08332,0.04156,0,0.02466,0.0688,0,0
c__CFGB2932,0.06863,0,0,0,0,0,0.00225,0,0,0,0,1.30879,0,0,0.06806,0,0,0.25307,0.16951,0,0.05649,0,0,0.0034,0,0.0275,0.02286,0,0,0,0.07028,0,0,0,0.18152,0.0516,0,0.10621,0,0,0.12815,3.49492,0,0,0,0,0.46734,0,0.05257,0,0,0,0,0,0.09085,0,0.20897,0,0,0.14351,0,0.40947,0.20133,0,0.23594,0,0,0.22955,0.17572,0,0.18947,0,0,0.05992,0,0,0,0,0.2201,0,0,0,0.45686,0.89329,0,0,0.03564,0,0.54804,0,0,0,0,0,0.21954,0,0,0,0.05155,0.04867,0.00887,1.44995,0,0,0.15061,0.12183,0.0155,0,0,0,0,0.36023,0,0,0,0,0,0.26911,0,0,0,0,0.04259,0
c__Erysipelotrichia,0.06757,0.95895,0.22698,0.81065,0.15042,1.92332,1.27022,1.22409,0.07472,0.68042,0.6628,0.71005,0.17956,0.15242,1.29865,0.38147,0.12986,0.10555,1.01642,0.49768,0.29446,0.44664,0.28099,0.23863,0.4812,0.15318,0.72654,0.28552,0.87192,0.31953,0.61089,0.66873,0.70177,0.83805,1.88688,0.29323,0.46923,0.35083,0.32233,0.82951,0.35787,0.20206,0.31733,1.68403,0.31951,0.81751,0.08371,0.25285,0.19358,1.38837,0.25109,1.71104,0.37083,0.05259,0.83781,0.66508,0.10852,0.35617,0.15492,0.98998,0.54444,0.4633,0.87642,0.46107,0.19913,0.4783,0.21435,0.93309,0.14476,0.12917,0.72058,0,0.50562,0.20989,0.7534,0.90265,0.35208,0.38519,0.2822,0.09087,1.02829,0.64732,0.13935,0.1899,0.07763,0.56996,0.19649,0.7705,1.02794,1.27107,0.32783,0.91355,0.46419,0.47027,0.9929,0.00968,0.94748,1.83096,0.27366,0.6282,0.32212,0.19715,1.20788,0.62445,3.78772,0.94367,0.1414,0.13507,0.81355,0.37588,0.17597,0.21595,0.04652,0.17727,0.66132,1.41782,0.43891,0.10085,1.28174,0.18629,0.25004,0.11525,0.51712,0.60882
c__CFGB3068,0.06462,0.27719,0.10022,0.08437,0,0.22746,0.09829,0,0.11527,0.0555,0.45809,0.21342,0.21918,0.19905,0.24561,0.15899,0,0.13079,0.26691,0.12214,0.33509,0.58522,0,0.28524,1.50621,0.08215,0.68972,0.65747,0,0.08266,0.1344,0.04213,0.17625,0.0994,0.07923,0.72958,0.34207,0.10244,0,0.15829,0.45149,0.24111,0.13333,0,0.19328,0.20385,0.11515,0.59567,0.02705,0.05581,0.17277,0.00501,0,0.09609,0.07197,0.24519,0.25714,0.03408,0.05946,0.33704,0,0.22747,0.03036,0.00283,0.09517,0.32073,0.17596,0.14075,0.39538,0,0.10544,0.00748,0.01994,0.1698,0.14552,0,0.19546,0.02206,0.10973,0,0.09263,0.26897,0.0099,0.0272,0,0.98617,0.02479,0.20998,0.10041,0.24429,0.21059,0,0.21771,0,0.21723,0.17111,0,0,0.27273,0.29433,0.16519,0.05563,0,0.05611,0.01041,0.13023,0.05303,0.09916,0.08794,0.29608,0.13699,0.1742,0.21558,0.07087,0,0.83766,0.20091,0.05561,0.13762,0,0.18094,0.19459,0.0641,0
c__Negativicutes,0.06036,3.8326,0,2.11932,2.824,1.19156,3.37976,1.82565,0.00307,2.39779,1.94715,3.53112,3.64749,0.92907,1.42838,0.09428,5.5043,0.33028,8.76996,5.94664,2.0366,0.2652,1.74691,0.07695,1.43517,2.34887,0.05604,4.03798,6.04083,1.72664,1.95256,0.4642,0.79988,2.89402,1.06144,0.29763,1.00955,2.133,4.43459,2.37171,1.26396,0.70418,6.3841,1.84808,1.5577,1.94242,2.6756,3.3361,3.37378,4.84368,1.33666,2.68709,7.6383,8.57081,3.04287,1.63859,0.00217,6.85256,5.03182,0.43351,0.70283,0.05172,2.4553,2.30571,1.93233,0.02802,0.75532,0.16882,0.27294,2.73002,1.78366,7.41871,0.5919,2.32632,4.90528,0.61351,1.24032,1.34633,0.28669,6.65281,1.0725,2.44968,1.36316,2.23738,5.35659,0.13731,3.97483,0.37483,2.14187,1.63909,2.71826,5.26946,0.22066,4.83427,2.55826,8.03828,2.62614,0.01163,4.44593,1.03697,0.67362,1.80536,0.87441,1.79146,4.31697,1.81422,1.4296,0.21216,2.9667,0.16116,5.00961,2.75722,3.1253,10.21624,3.13289,1.97727,2.35864,1.77269,4.21682,4.0403,0.5935,2.80507,1.41841,6.54182
c__Gammaproteobacteria,0.04784,0.69615,0.16838,4.36529,10.31275,0.09618,0.15389,0.13623,0.87242,0.02824,1.71716,1.07233,0.0671,0.55028,0.71247,2.77969,0.41473,1.98173,2.68554,1.07559,1.38441,0.84763,0.02976,0.19475,0.11445,0.18039,1.46856,0.11388,0.11027,1.87568,0.71989,2.18509,0.18323,0.30284,0.63137,1.45736,0.53085,0.40894,9.35867,0.06019,0.06149,0.62347,1.35758,0.32719,0.73303,0.87759,0.28215,0.14211,0.23213,1.061,0.1343,0.02289,0.01062,1.35646,3.4989,0.08111,1.15588,0.14389,0.03901,0.78864,0.19684,3.38498,2.22376,4.11422,0.24194,1.05027,0.29287,4.0007,1.56501,0.04544,0.30723,0.02398,0.01783,0.26803,0.29038,0.04186,0.40956,0.01149,2.47501,0.08018,0.36125,1.93875,0.25278,0.32679,0.06289,0.39265,0.19606,0.43781,0.55239,0.27208,1.19572,0.13726,0.46146,0,0.16046,0.05896,0.05163,1.23372,0.38646,0.32439,0.10363,0.64874,0.6179,0.04173,0.52938,1.23667,0.01076,0.06677,0.49949,4.28997,0.06466,0.30938,0.7833,0.01887,0.07149,1.09912,0.01384,1.49872,0.08798,0.05403,1.40956,0.2224,0.25484,0.0028
c__CFGB1507,0.04573,0.03282,0.09338,0.0476,0,0,0.08888,0,0,0.00375,0.01303,0.02698,0.06031,0,0.01532,0.06762,0.0099,0.03411,0.06675,0,0.00306,0.103,0.06236,0.0322,0.06352,0.02197,0.02031,0.07455,0.08541,0.00694,0.04962,0.05521,0,0.03619,0.00694,0.00217,0,0.00437,0,0,0.01536,0.05834,0.01379,0.08558,0.00406,0.00819,0.01494,0.09176,0.00022,0.0292,0,0,0.02684,0.04463,0.02782,0.08896,0.02544,0.05971,0.02387,0,0,0.02731,0.02897,0.08638,0.03681,0,0.03489,0.02354,0,0.01799,0.025,0,0,0.05728,0.03094,0.11356,0.05015,0.00285,0.06887,0,0.05866,0.02084,0.059,0.13427,0.15411,0.00226,0.0396,0.02127,0.06136,0,0.00495,0,0.0018,0,0,0,0.38377,0,0.04417,0.01923,0.03303,0.01611,0,0.124,0.01361,0.04343,0.01674,0.03234,0.03274,0.04202,0.02238,0.01409,0.07681,0,0.07654,0.0087,0,0,0,0,0.00172,0,0.02303,0
c__CFGB1226,0.03248,0.17705,0,0,0,0.05866,0.14212,0,0.84955,0,0.19352,0.29449,0.037,0,0.56584,0.10344,0,0.34127,0.74651,0.03523,0.69597,0.02575,0,0.38859,0,0.07312,0.72767,0,0,0.11635,0.09428,0.09961,0.01638,0.20878,0.11001,0.26319,0.06175,0.08356,0,0,0.05603,0.63235,0.1318,0,0.78294,0.16508,0.31034,0,0.05524,0,0,0,0,0.01849,0.06819,0.06784,0.05785,0.09398,0.04404,0.29572,0.07949,0.25825,0.2724,0,0.05433,0.09237,0.08827,0.08522,0.23822,0,0.13814,0.00921,0,0.05981,0.03449,0,0.09217,0,0.02166,0.03374,0.03272,0.03863,0.33938,0.31564,0,0.04255,0.05652,0.20659,0.16433,0.1094,0.12421,0.10847,0.09424,0,0.08299,0,0,0,0.17831,0.8798,0.12111,0.16683,0,0.04315,0.29711,0.04665,0.00442,0,0.0882,0.2881,0,0.07321,0.46775,0.01844,0.06473,0.16621,0,0.58687,0,0,0.82368,0,0.02082,0
c__CFGB9581,0.03043,2.995,0.00396,0,0,0,0.02462,0.03437,0,0,0,0,0.03026,0,0,0,0,0,0.02089,0.0539,0,0,0.01859,0.05819,0,0,0.02746,0.0141,0,0.55749,0,0,0.01848,0.26246,0,0,0,0,0,0,0.0024,0,0,0.04173,0.00335,0,0,0,0.01862,0,0.06076,0,0.05631,0,0.01303,0,0.00956,0.0378,0.00521,0,0,0.03009,0.02285,0,0,0,0,0.0484,1.02794,0,0,0,0,0,0,0,0,0,0,0,0.01016,0,0.01536,0,0,0,0.00441,0.65071,0.00921,0,0.00443,0.00344,0,0.04063,0.00222,0.00299,0,0,0,0,0,0.03096,0,0,0.12799,0,0,0,0,0.1489,0,0,0.01149,0.01571,0.01198,0.00118,0.01136,0,0,0,0,0.05764,0,0.01462
c__CFGB2954,0.02472,0.17239,0,0,0.05255,0.01304,0,0,0,0,0.0035,0.11863,0.13991,0,0.10552,0.0349,0.23862,0.14875,0.01865,0,0.15981,0,0,0.14277,0,0.02739,0.00286,0.01713,0.00641,0.02859,0.0082,0.01141,0,0.23361,0,0,0.01934,0,0,0,0,0.78264,0.00685,0,0.19133,0.00885,0,0,0.10821,0,0.22139,0,0,0.0327,0.00514,0,0,0.26974,0.04762,0.01389,0,0.04236,0.01777,0,0.02047,0,0,0.00489,0,0,0.04082,0.01293,0,0.01338,0.02932,0,0,0,0,0,0.00886,0,0.06901,0.14653,0,0.01463,0,0.16902,0.06353,0.10187,0.02293,0,0.02893,0.18428,0,0,0,0,0.06471,0.24213,0.08898,0.11417,0,0.0519,0.10371,0,0,0,0.02693,0.15697,0,0.08562,0,0,0,0.01278,0,0,0,0,0.07129,0.08873,0,0
c__CFGB2881,0.01806,0.02602,0.05191,0,0,0.02104,0,0,0.00546,0,0.02219,0.01026,0,0,0.02446,0.0305,0,0.03178,0.0611,0,0.01525,0.0106,0,0.03169,0,0.01897,0.04032,0.01031,0,0.02576,0.04916,0,0.02227,0.02437,0,0.03012,0,0.0029,0,0,0.00567,0.07505,0.07846,0,0.03688,0.05606,0.13794,0,0.00747,0,0,0,0,0,0.03962,0.03447,0.00995,0,0,0.05566,0,0.04695,0.02156,0,0.00519,0.04974,0.04166,0.05394,0.01511,0,0.00984,0,0,0.01899,0.02987,0,0,0,0.031,0,0,0.12411,0.09462,0.03243,0,0,0.01548,0.05502,0.01924,0.04787,0.04327,0.08613,0.02561,0,0,0.01263,0,0,0.01962,0.11109,0.01175,0.04451,0,0.0283,0.06965,0.0199,0.01286,0,0,0,0,0.01632,0.06799,0.02707,0.26824,0.04586,0.00922,0.03464,0.05751,0,0.01606,0.05689,0,0
c__CFGB1262,0.01719,0.00778,0,0,0.03385,0,0.15207,0,0.0072,0,0,0.00442,0,0,0,0,0,0.01463,0,0,0.01599,0.02991,0,0.01302,0,0,0,0.02632,0,0,0,0.03476,0,0,0,0,0.01532,0,0,0.00171,0.00914,0,0,0,0.02853,0,0.0209,0,0.00633,0,0,0,0,0,0,0,0.03697,0,0,0.01493,0.00903,0.01618,0.02002,0,0.02067,0.03019,0,0.01967,0,0,0.01649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122,0,0,0.03877,0.00325,0,0,0,0.08018,0.01395,0,0,0,0,0.01509,0.04905,0,0.01246,0,0,0,0,0,0.01234,0.00102,0.0236,0.02834,0.01186,0,0.01481,0.06705,0.01831,0,0,0.02687,0.03364,0,0
c__CFGB1249,0.01369,0,0.00327,0,0.05324,0.02391,0,0.22027,0.42104,0,0,0,0.07932,0.00332,0.06849,0.02639,0.00452,0,0,0,0,0,0,0.11141,0,0.00136,0,0,0,0,0,0.01324,0.25132,0.04155,0,0.00544,0.04937,0,0,0.00247,0.03093,0,0,0.02796,0.01634,0.0177,0.013,0.18733,0.01406,0,0.10301,0.06388,0.16652,0.01083,0,0,0,0.35806,0.02081,0.00568,0.13493,0.20007,0.01734,0,0.12044,0.06888,0,0.4319,0.19908,0.20574,0,0,0.00139,0,0.04112,0,0,0,0,0,0,0,0.02861,0.00911,0,0.03652,0,0,0,0,0,0,0.00143,0,0,0.02317,0.05907,0,0,0.10177,0.04009,0.35446,0,0,0,0,0,0,0.00885,0.00167,0,0,0.08811,0,0.07022,0,0.11397,0,0,0.00443,0,0.03819,0,0
c__CFGB9718,0.00933,0,0,0.01234,0.00192,0,0.01072,0,0,0,0.00119,0.00589,0.00525,0,0.01058,0.01451,0.03275,0,0.00822,0.00827,0.01309,0.00828,0,0.00995,0,0.00133,0.04947,0,0,0.00904,0.00029,0.0022,0.00742,0.00758,0.00122,0.03074,0.00456,0,0,0,0.02506,0.0035,0,0,0.00069,0.00195,0.00371,0.01514,0,0.00381,0,0.00445,0.03162,0.01744,0.0086,0.01735,0,0.00727,0,0.01763,0.02182,0,0.00586,0,0.02193,0.01242,0.00747,0,0.00454,0.01074,0.01091,0.00153,0,0.00532,0.00426,0,0.03596,0.01055,0.00076,0,0.00073,0.00219,0.01687,0,0,0.04586,0.00289,0.00222,0.00512,0,0,0.00522,0.01588,0.00783,0.04464,0.00067,0,0,0.00648,0,0.01087,0,0,0.00773,0.007,0.00307,0,0.00111,0.00568,0.00794,0,0,0.00382,0.00437,0,0.00903,0,0,0.00596,0,0,0.02264,0.00258,0
c__Sphingobacteriia,0.00926,0.01862,0,0,0,0.01514,0,0,0.08199,0,0.01241,0,0,0,0.00247,0.02438,0,0.00337,0.06924,0,0.02982,0,0,0.03212,0,0,0.00782,0.0053,0,0.02642,0.00602,0,0,0,0,0.06586,0.00395,0,0,0,0,0,0,0.02271,0.03892,0.02106,0.01378,0,0.03318,0,0,0,0,0,0.00906,0.02297,0,0,0,0.00295,0,0,0.00039,0,0,0.00274,0,0.02007,0.00586,0,0.0859,0,0,0,0,0,0,0,0,0,0,0.05234,0,0.0046,0,0.00459,0.0012,0.0035,0.03306,0,0.00114,0,0.01796,0,0,0,0,0,0.00111,0.29276,0.05831,0,0,0,0.08267,0.02436,0,0,0,0.00602,0,0.00557,0.08351,0,0,0.01171,0,0.01467,0,0,0.03234,0.1499,0,0
c__CFGB4559,0.00856,0.03036,0,0,0,0.03735,0,0,0,0,0.04314,0.01402,0.03391,0.00521,0.13888,0.04768,0,0,0.10463,0.06298,0.05644,0,0,0.05815,0,0.03201,0.01101,0,0,0.06306,0.07814,0,0,0,0,0,0,0,0,0,0,0,0.05266,0,0,0,0,0,0.05208,0,0,0,0,0.05582,0.03747,0.07008,0,0,0.04216,0.0731,0,0,0,0,0,0,0.10756,0,0,0,0,0,0,0,0,0,0,0.24066,0,0,0,0.03255,0.05211,0.04112,0,0,0.05587,0.03192,0.06711,0.03132,0.08024,0,0,0,0.06369,0,0,0,0.1162,0.05264,0.09229,0.06135,0,0,0.06329,0.02256,0.03802,0,0,0.02577,0,0.0303,0.08335,0,0,0.09106,0,0,0,0,0.02356,0,0.0245,0
c__CFGB2840,0.00744,0,0,0,0,0,0,0,0.00621,0,0.00186,0.39992,0,0,0.01158,0,0,0.09281,0.06891,0,0,0,0,0.03494,0,0,0.00471,0.06613,0,0.03541,0,0,0.02861,0,0,0.01297,0,0.03803,0,0,0,0,0.26787,0,0.07749,0,0.09325,0,0,0,0,0,0,0.01551,0,0,0,0.44912,0,0,0,0,0,0,0.12916,0.00823,0.00105,0,0.04875,0,0.8171,0,0,0.04947,0.08394,0,0,0,0,0,0,0.1651,0.03151,0.07098,0,0,0,0.14354,0,0.02117,0.47483,0,0.00465,0,0.22251,0,0,0,0.01188,0.06312,0,0,0,0.01647,0.39237,0.06017,0,0,0,0,0.04578,0.03498,0.03394,0,0.03869,0.23802,0.06087,0.01507,0,0,0.07757,0.00751,0.1063,0
c__Tissierellia,0.00706,0,0.03991,0,0.01557,0,0,0,0.00206,0.04769,0.00496,0,0,0.42374,0.01047,0,0,0.00501,0.00715,0,0.01107,0.0096,0,0.01562,0.02832,0,0.34305,0.00617,0,0.02068,0.00118,0.00447,0,0,0,0,0,0.00029,0,0.04636,0,0.03202,0.00577,2.35207,0,0.00412,0,0,0.03619,0.00515,0,0,0,0.00228,0.00265,0.03031,0,0,0,0,0,0.13255,0.00054,0.03821,0,0,0,0.21474,0,0,0.07172,0,0.01407,0.00136,0,0.02021,0,0.03403,0,0,0.0927,0,0,0.00046,0,0,0,0.00937,1.34307,0.03607,0.00454,0,0,0.00217,0.01537,0.02562,0,0,0.0126,0.01469,0.00025,0.00725,0,0,0,0,0,0,0,0,0,0,0.01142,0,0.10508,0.00705,0.0055,0,0.03505,0,0.00566,0,0,0
c__CFGB45503,0.00636,0.01436,0,0,0.00265,0,0,0,0.02763,0,0,0.0145,0,0,0.0023,0.00558,0,0,0.01804,0,0.02391,0,0,0,0,0.00368,0,0.01682,0,0.01824,0.00594,0,0.02386,0.00043,0.00414,0.01084,0,0.0124,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,0,0,0.00685,0,0,0,0,0.00822,0,0,0.00652,0,0,0,0,0,0.01092,0,0.00615,0,0,0,0,0,0,0,0,0,0,0.04901,0.03398,0,0,0,0,0.00622,0.00082,0,0.00354,0,0,0,0,0,0,0,0.00383,0.03503,0.04631,0.00946,0,0,0.04652,0.01637,0,0,0,0,0,0.01471,0,0.00326,0,0.01694,0,0,0,0,0,0.01401,0,0
c__CFGB2801,0.00532,0,0,0,0,0,0.02712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00874,0,0.01188,0,0,0,0,0,0,0,0,0,0,0,0.00738,0,0.00062,0,0,0,0,0,0.02996,0,0,0,0,0,0,0,0,0,0.00535,0,0,0.00613,0,0,0,0,0.00174,0,0.03344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0.00354,0,0
c__Verrucomicrobiae,0.00513,0,0,0,0,0.65685,2.42889,0,0.01005,0.00059,0.00907,0.17724,0.00907,2.30038,0.00552,0,0,0,0,0.00568,0.38068,0.21237,0,0.11385,0,0.11223,3.21314,0.03754,0.14734,0.23811,0,0.02782,0.61562,0.17714,0,0.02998,0.49212,0,0,0.05487,2.4215,3.20291,0.03048,0,0.91177,0.46279,0.18882,0,0,0.00829,0,0.05389,0,0,0,0.02432,1.02077,2.25134,0.29715,0,2.4542,0.46495,0,0.01043,0.58096,1.05283,0.13615,0.90451,1.22643,0,0.51322,0,0,0,0.08754,0.70629,0.0777,0,2.86816,0.56065,0.10185,0,0.32115,0.48373,0,0.19453,0.01221,0.13098,0,1.75181,0.08497,0,0.00458,0.06768,0.06227,0.00295,0,0,0,3.45063,0.00504,2.37527,0,0.04245,0,0.00877,0,0.04218,0.24136,0.09366,0.02451,1.37271,0.54376,0,0,0.62319,0.35919,0,0.0468,0.05575,2.73613,0.01393,0,0.01872
c__CFGB2949,0.00486,0.1055,0,0,0,0,0,0,0.05025,0,0.0172,0,0.15512,0,0,0,0,0,0.0217,0,0.04796,0,0,0.47023,0,0,0.02496,0,0,0.05573,0,0,0.01165,0.16522,0,0,0,0,0,0,0,0.16329,0.0388,0,0.14941,0,0,0.34267,0,0,0,0,0,0,0,0.02661,0.14422,0,0.02077,0,0,0,0.06893,0,0,0.0654,0.00789,0.01411,0,0,0,0,0,0,0,0,0,0,0,0,0.17934,0,0.00314,0,0,0.22186,0,0.09346,0.00241,0,0,0,0,0,0,0,0,0,0.03708,0,0,0.11736,0,0,0,0,0,0,0,0,0,0.01983,0,0,0,0.1856,0,0.07318,0,0,0,0,0.01676,0
c__CFGB1011,0.00476,0.02033,0.04739,0.01147,0.01111,0.00505,0.02473,0.00029,0.00773,0.00323,0.01782,0.00935,0.01886,0.03292,0.0171,0.02043,0,0.00023,0.04668,0.01241,0.00962,0.03788,0.00958,0.02146,0.09875,0.02354,0.09313,0.03133,0.05385,0.01097,0.00041,0.00975,0.03413,0.00649,0.01259,0.01491,0.03808,0.014,0,0.01788,0.12472,0.0296,0.06035,0.00598,0.02786,0.08159,0.15652,0.02643,0.01018,0,0.00794,0.00597,0.07013,0.01217,0.01905,0.01009,0.03019,0.15868,0.008,0.05741,0.00608,0.00108,0.02106,0,0.00524,0.05817,0.02537,0.04674,0.02632,0.0592,0,0.00111,0.00567,0.0129,0.02137,0.01706,0,0.00081,0.0649,0.0288,0.00524,0.00713,0.06345,0.04011,0,0.04887,0.00716,0.01965,0,0.02246,0.02334,0.02258,0.0033,0.00746,0.07245,0.04814,0,0,0.01577,0.0079,0.03146,0.01383,0,0.0085,0.04871,0.00947,0,0,0.00922,0.07234,0.02659,0.00063,0.01811,0.06216,0.12106,0.01953,0.03372,0,0.06518,0.07425,0.01535,0.02082,0,0
c__CFGB3172,0.00422,0,0,0,0.00568,0,0.00639,0,0,0,0,0.02274,0,0,0,0,0,0,0.00689,0,0,0,0,0,0,0,0.02481,0,0,0,0.00273,0,0.04751,0,0.06498,0.01001,0,0,0,0,0,0.05248,0,0,0.01573,0.00658,0.01471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01637,0.00034,0,0,0.00277,0,0.03102,0.00506,0,0.01162,0,0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1639,0,0,0,0,0,0,0.06021,0,0.00343,0,0,0,0,0.0059,0.00775,0,0,0,0,0.00696,0,0,0.01153,0,0,0,0,0,0
