Abundance,1000IBD00059,1000IBD00654,1000IBD00598,1000IBD00646,1000IBD00702,1000IBD00540,1000IBD00510,1000IBD00395,1000IBD00435,1000IBD00594,1000IBD00275,1000IBD00631,1000IBD00286,1000IBD00357,1000IBD00723,1000IBD00310,1000IBD00641,1000IBD00545,1000IBD00192,1000IBD00082,1000IBD00726,1000IBD00711,1000IBD00255,1000IBD00097,1000IBD00419,1000IBD00479,1000IBD00064,1000IBD00671,1000IBD00652,1000IBD00629,1000IBD00625,1000IBD00607,1000IBD00253,1000IBD00111,1000IBD00105,1000IBD00409,1000IBD00550,1000IBD00050,1000IBD00125,1000IBD00018,1000IBD00126,1000IBD00150,1000IBD00114,1000IBD00600,1000IBD00509,1000IBD00374,1000IBD00548,1000IBD00103,1000IBD00408,1000IBD00508,1000IBD00666,1000IBD00326,1000IBD00234,1000IBD00494,1000IBD00534,1000IBD00701,1000IBD00538,1000IBD00204,1000IBD00624,1000IBD00495,1000IBD00033,1000IBD00343,1000IBD00273,1000IBD00215,1000IBD00385,1000IBD00627,1000IBD00328,1000IBD00147,1000IBD00063,1000IBD00311,1000IBD00281,1000IBD00342,1000IBD00030,1000IBD00194,1000IBD00614,1000IBD00010,1000IBD00185,1000IBD01332,1000IBD00161,1000IBD00514,1000IBD00364,1000IBD00304,1000IBD00173,1000IBD00287,1000IBD00339,1000IBD00027,1000IBD00423,1000IBD00676,1000IBD00264,1000IBD00224,1000IBD00200,1000IBD00202,1000IBD00106,1000IBD00107,1000IBD00278,1000IBD00536,1000IBD00664,1000IBD00036,1000IBD00225,1000IBD00195,1000IBD00474,1000IBD00016,1000IBD00296,1000IBD00068,1000IBD00626,1000IBD00469,1000IBD00072,1000IBD00032,1000IBD00583,1000IBD00442,1000IBD00014,1000IBD00345,1000IBD00265,1000IBD00145,1000IBD00128,1000IBD01329,1000IBD00119,1000IBD00458,1000IBD00308,1000IBD00141,1000IBD00219,1000IBD00156,1000IBD00633,1000IBD00098,1000IBD00604,1000IBD00054,1000IBD00621,1000IBD00703,1000IBD00112,1000IBD00329,1000IBD00006,1000IBD00569,1000IBD00421,1000IBD00655,1000IBD00410,1000IBD00295,1000IBD00188,1000IBD00492,1000IBD00386,1000IBD00416,1000IBD00077,1000IBD00644,1000IBD00630,1000IBD00069,1000IBD00649,1000IBD00681,1000IBD00567,1000IBD00663,1000IBD00566,1000IBD00334,1000IBD00044,1000IBD00039,1000IBD00505,1000IBD00688,1000IBD00686,1000IBD00293,1000IBD00512,1000IBD00367,1000IBD00363,1000IBD00643,1000IBD00040,1000IBD00229,1000IBD00066,1000IBD00187,1000IBD00100,1000IBD00571,1000IBD00043,1000IBD00401,1000IBD00580,1000IBD00692,1000IBD00535,1000IBD00679,1000IBD00485,1000IBD00695,1000IBD00301,1000IBD00669,1000IBD00596,1000IBD00205,1000IBD00684,1000IBD00041,1000IBD00390,1000IBD00690,1000IBD00360,1000IBD00637,1000IBD00486,1000IBD00559,1000IBD00248,1000IBD00605,1000IBD00448,1000IBD00228,1000IBD00713,1000IBD00123,1000IBD00042,1000IBD00035,1000IBD00108,1000IBD00398,1000IBD00109,1000IBD00277,1000IBD00086,1000IBD00477,1000IBD00331,1000IBD00155,1000IBD00332,1000IBD00028,1000IBD00581,1000IBD00309
s__Lancefieldella_parvula,,,0.00103,0,0,0,0,0,0,0,0,0,0,0,0.00407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02816,0,0,0.00671,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01638,0,0,0,0,0,0,0,0,0,0,0.02022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01145,0,0,0.02486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Alistipes_SGB2302,,,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4272,,,5.86855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66982,1.14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35541,0,0,2.48333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4563,,,4.82917,0.56479,0,0.43091,0.26614,1.01943,0.27896,0,0,0.64706,1.71648,0,0,3.00651,1.99996,2.6015,0.13064,13.93018,3.77761,0,0,0.88752,0,10.32215,0,1.70603,0,0,0.4195,0.9004,2.0218,0,0,0.79136,0,0,0.40172,0,0,0,0,1.24803,0,0,0,0,15.77639,2.1948,0.63996,0.39345,1.86681,1.98997,0,2.61576,0.09473,0,0,0,0.17589,0,0,0,0,0.58257,0.69876,0,0,0.12101,0,0.23285,0,1.18291,0.78629,0,3.16904,0,2.29778,0.59277,0,2.12253,1.26976,0,3.01381,0.60293,0.75212,0,1.67586,0.78799,0,0.87489,0,0.34833,0,0,0.20289,0,0.00276,1.49016,1.47354,0.93426,3.29073,0.03285,0,0,4.4617,0,0,0,0,0,0,0,0,0.71603,0,2.97081,0.77774,0.99272,0.15463,0,2.15841,0,0,0,1.39185,0.08765,0,0,0,0,0.57481,1.99126,0,0,8.24655,0.97822,0.44352,0,0,0,0,0,0,0,0.2609,0,2.05112,0.17815,1.17864,0,0,0.22173,0,0.7863,0,0,0,0.36047,1.51015,0,0.78464,0,0,0,0.12598,0,0.19291,3.63859,0,0,0,0,10.85897,0,0.12058,0,0,0,1.47823,0.73272,0,0,0,2.09554,0,0,0,0,0,0,0,0,0,0,0,0,0.94022,0,0,0,0,2.19887,0,0
t__SGB4583,,,2.54952,0,0,0,0,0.72593,10.52338,0,1.24278,0,0,0,11.295,0,0.01607,0,12.19034,0,0,2.019,0,0,0,3.74036,0,0,0.20492,0,0,0,0.11963,3.43612,0,0,0,0,0.67492,0,1.02895,3.54529,8.11176,0,0,5.7026,0.07081,1.99386,5.3152,0,0,0,0,0,2.17158,3.08376,0,1.05375,2.74846,0.50401,0.20414,0,0,11.5138,3.45662,0.01855,0,0,0.64338,0,1.46963,0,0.73244,0,0,2.60399,0,3.91156,0.30267,0,1.61911,0,0,0.66184,0,0,0.1102,1.32737,0.26029,0.01045,13.75626,0,0.69965,1.97399,0,0,0,6.08886,9.10041,0,0,4.21008,0,0,0,0,0.24327,2.71331,0,0,2.56059,0,2.63041,7.35777,0,0,0,0.23678,0,0,0,19.48065,2.70949,0,0,0,0,0,0,0,0.66423,5.34984,0,0.59167,3.12508,0,0,0,0,0.76786,7.29973,0,2.09091,0.88596,6.00176,0,0,0,0.93009,0.08243,0,5.39369,1.52005,0,0,0,15.57431,0,0,1.33063,0,0,0,0,0.76883,0,0,6.23121,0,0,0,2.26186,0,0,1.00979,0.14187,0,16.76895,0,6.04953,0,0,1.78618,0,0,0,2.46487,0,0,0.46214,0,0,0,0,1.67345,0,0,2.65057,0,0,0.07222,0,0,2.44958,0,0
t__SGB8021,,,2.38299,0,0,0,0,0,0,0,0.10722,0,0,0,0,0.13436,0,0,0,0,0,0,50.03455,0,0,0,1.49834,0.73086,0,0,0,0,0,0,0,0,1.60018,0,0.11925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.83015,0,0,0,0,0,0,0,0,0,0,0,0,13.7328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98009,0,0,0,0,0,0,0,0,0,0.04011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.03237,0,0,0,0,0,0,0.43345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9228,,,2.18857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10079,0,0,0,0,0,0,0.01245,0,0,0,0,0,0.02664,0,0,0,0,0,0,0,0,0,0,0,0,0.51858,0,0,0,0,0,0,0,3.04495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.01028,0,0,0,0,0,0,0,0,0,6.77516,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,2.87906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11244,0,0,0,0,0,0,0,0.05377,0,0,0
t__SGB4547,,,1.95782,0,0,0,0,0,12.62215,0,0,0.02439,0,0,0,0,0.10357,0,0,0,0,0,0,0.39127,0,0,0,0.02888,0,0,0,1.34111,0,0,0,1.07837,0,0,0,0.37537,0,0,0,0,0,0,0,0,0,0,3.89392,0,2.18638,0,0,2.10646,2.57384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13438,0,0,0.01036,0,0,0,0,0,0,0,0,0,0,0,0.93863,22.08702,0,0.11429,9.78132,0,0,0,0,0,0,0,0.66833,0,0,0,0,0,0.00533,0,0,0.8398,0,0,0,0,0,0.05971,0,0,0.62553,0,0,0,0,0,0,0.23381,0,0,0,0,0,0,0.27634,0,6.28763,0,0,2.4946,0.08404,0,15.26196,0,0,0,0,0,0,0,0.88584,0,0,0,0,0.98563,0,0,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72348,0,0,2.53578,0,0,0,0.19934,0,0,0,0,0,0,3.01672,0,0,0,0,0,0,0,0,0,0,3.88763,0,0,0,0
t__SGB4571,,,1.87971,0.13486,0,0.08712,0.06242,0,0,0,0,0.02309,0.18454,0,4.13987,0,0.97105,0.63388,0,0,0,1.46252,0,0.53573,0.23918,0.08641,1.70374,0.0389,0,0,0.10479,0.52444,0.46668,0,0.17084,0.07239,0,0,0,0,0,0,0,0.17228,0,0.08082,0,0,0.15797,0.41878,0.08295,0.17969,0.40633,0.22426,0,0,0.29334,0,0,0,0.57476,0.48716,0,0,0,0.1803,0,0,0.31602,0,1.31846,0,0,0.54828,0.42367,0,0,0,0,0.01937,0,0,0.084,0.03165,0,0,0.14082,0,0.1322,0,0,0.07722,0,0,1.12486,0,0.18168,1.73073,0,0.28281,0.3445,0,0.41875,0.00658,0,0.43717,0,0.33758,0,0.46986,0,0,0,0,0,0.09107,0,0.43158,0.01014,0,0,0,0,0,0.25885,0.1387,0.07871,0.18632,0,0.25446,0,0,0,0,0,0,0,0.08213,0,0.35167,0,0,0,0,0,0,0.49172,0,0,0.44631,0.14458,0,0,0.11888,0.00809,0.10594,0,0,1.44585,0,0,0,0.14045,0,0,0,0.16272,0,0.3526,0.6242,0,0.42182,0,0,0,0.53064,0.28928,0,0,0,0.34295,0.0284,0,0,0,0,0,0.48351,0,0,0,0,0,0,0,0.26158,0,0,0.27756,0,0,0,0.58157,0,0,0
t__SGB5051,,,1.24208,0,0,0,0.01946,0,0,0,0,0,0,0,0,0,0,0.30607,0,0,0,0,0,0,0,0,0.44019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0.03606,0,0,0,0,0,0,0.20207,0,0,0.25778,0,0,0,0.84056,0,0,0,0,0.11257,0,0,0,0,0,0.01806,0,0,0,0,0,0,0.66657,0,0,0,0,0,0,0,0,0,0,0,0,0.34865,0,0,0,0,0.31272,0,0,0,0,0,0.33321,0.0134,0,0,0,1.21667,0,0,0,0,0,0,0,0,0,0,0.11108,0,0.1043,0,0,0,0,0,0,0.42158,0,0,0,0,0,0,0,0,0,0,0.00421,0.08336,0,0,0,0,0,0.03981,0,0.02918,0,0,0,0,0,0.07043,0,0,0,0,0,0,0,0,0,0,0,0,0.25452,0,0.35032,0,0,0,0,0,0.59408,0,0.12878,0,0,0,0,0,0,0,0.21836,0,0,0,0,0,0.02339,0.4874,0,0,0,0,0.0695,0,0,0,0,0,0,0,0,0
t__SGB4262,,,1.16564,0,0,3.6216,0,0,0,0,0,1.56773,0,2.37507,0,0,0,0,0,0,1.1677,0,0,0.04021,0,0,0,1.6826,6.60636,2.65833,1.92601,2.40584,0,0,0,1.9579,0,0,0,4.05611,0,0,0,2.06962,0,0,6.94737,0,0,0.81699,0.7898,3.53828,0,0,0,0,0,0,1.80418,0,2.87154,0.9481,0,0,0,0.43251,0,2.27625,0,0.13671,0,0,0,4.81668,1.98179,0,1.37142,0,1.22041,0.00047,0,0.35731,5.14513,0,0,0.04662,0,0,1.54488,0,0,0,2.34007,0,1.55781,0,1.06138,1.15564,0,0,1.55793,0,0.15323,9.78864,2.72539,0,0,0,0,5.68897,0,0,0,0,0,0,0,0,0.60942,7.54829,0,0,0,0,1.41165,0.82195,0.33126,0.70937,0,0.01393,0,0,2.81211,0,0,0,0,0.93087,1.51494,0,0,0.97737,0,1.25976,0,1.45748,2.95466,0.0437,0,0,4.53517,0,0,5.86753,7.62673,0.06061,0,5.90005,0,0,7.09524,0,2.51311,0,0,0,6.07188,0,0.98582,0,0,0,1.10283,0,0,0,0.4558,0,0,0,1.269,0.05239,0,0,2.11164,0,0,0.22153,0,0.00039,0.12545,1.83625,0,0,0,0.9554,8.96028,0,0,0,0,0.09731,1.26973,0,0,0
t__SGB1829,,,1.11488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79234,0.01254,0,0.86785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21478,0,0,0,0,0,0.1091,0,0.11879,0,0,0.00132,0,0.55325,0,0,0,0,0,0,0,0,3.33354,0,0,0,0,0,0,0,0,1.66132,0.09686,0,0,0,0,0,0,0,0,0.18047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02733,1.72758,1.94004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13731,0,0,0,0,0,0,0,3.37737,0,0,0,0,0,1.44044,0,0,0,0,2.55838,0,0,0,0,0,0,0,0,0,0,2.64058,0.00354,0,0,0,0,0,0,0,0,0,0,0,0.93241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00017,0,0,0
t__SGB6754,,,0.86676,0.07011,0,0.13568,0,0,0,0.10872,0,0.28925,0,0,0,0.22629,0.70783,2.77886,0.68287,0,0.54454,0,0,0.13405,0,0,0,0.15222,0.66869,0,0.03881,0.19906,0,0,0.9898,0.3554,0,0.23503,0,0.09118,0,0,0,0.12493,0,0,0.21218,0,0,0.21385,0,0,0.15857,0.22042,0,0.00057,0.2905,0.25905,0,0.95918,0.52371,0.11333,0,0,0,0.19816,0.01078,1.83762,0,0.07688,0,0.16184,0,0.76471,0.05966,0,0.68191,0,0,0.17083,0,0.15424,0,0,0,0,0.12651,0,0.63158,0,1.45491,0,0,0.15445,0,0,0.10713,0,0,0,0.03496,1.02321,1.62408,0,0,0,0.58328,0,0,0.13438,0,0.02316,0,0,0.21396,0,0,0.51712,0.01419,0.13124,0,0,0,0.22153,0,0,0,0.35823,0.34679,0,0.61363,0,0.16386,0.85432,0,0,0,0.10541,0.1251,0,0,0.69869,0,0,0,0.04808,0.1452,0.00214,0,0,0.03703,0,0,0.04098,0.38011,0.3668,0.75411,1.40444,0,0,0,0.18952,0.09513,0,0,0,0,0,0.02571,0,0,0,0,0,1.28805,0,0.06418,0,0.01958,0,0,0.02905,0,0,0.31614,0.39199,0,0,0,0,0,0.16516,0,0,0,0,0,0,0.01519,0,0,0.85583,0,0,0,0
t__SGB4794,,,0.71354,0,0,0,0,0,5.93473,0,0.01821,0,0,0,0,0,0.0135,0,2.38572,0,0,0.26966,0,0,0,0.38721,0,0,0.85667,0,0,0,0,5.18796,0,0,0,0,0,0,0,0,0.94958,0,0,1.13142,0,3.8455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9579,0.13156,0,0,0,0.02001,0.0021,0,0,0,0,0,0.92698,0,5.4238,0,0,0,0,0,0,0,0,0,13.63939,0,0.04522,0,0,1.80171,0.97477,0,0,0,0.09718,14.77144,0,0,3.58305,0,0,0,0,0.14009,0,0,0,0,0,0,9.33507,0,0,0,0.03244,0,0,0,0,6.44079,0,0.25274,0,0,0,0,0,0,0.5295,0,0,0,0,0,0,0,0,3.79015,0,3.64202,0.01204,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0.59527,0,0,0,0,0,0,0,2.61212,0,0,0,0.02215,0,0,3.17934,0,0,1.26376,0,0,0,0,0,0,0,0,4.24499,0,0,0,0,0,0,0,0.96927,0,0,0,0,0,0,0,0,3.91566,0,0
t__SGB14909,,,0.66002,0,0,0,0,0,0,0,0,0.04048,0,0.08199,0,0,0,0,0,0,0,0.65036,0,0,0.00443,0.05747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42941,0,0,0,0,0.09436,0,0.17796,0,0,0,0.01273,0,0,0,0.34053,0,0,0,0.19317,0,0,0,0,0,0.64939,0.50384,0,0,0,0,0,0,0.29622,0,0,0,0,0.04852,0,0.90536,0.14873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15856,0,0,0.12236,0,0,0,0.50633,0,0,0,0.24272,0.34227,0,0,0,0.1965,0,0,0,0,0,0.07136,0,0.22906,0,0,0,0.10686,0,0,0,0,0,0,0.26298,0,0.03949,0,0,0,0,0.71918,0,0,0.66473,0,0,0,0.23159,0,0,0,0.50236,0,0,0,0.40622,0,0,0,0.1299,0,0,0,0,0,0.25449,0,0,0.08304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47097,0,0
t__SGB15300,,,0.49966,0.47675,0,1.30068,0,0,0,0,0,1.0532,0.02568,0,0,1.33634,0,0.87917,0,0,0,0,0,0.04972,0.06988,0,2.9255,0,0,0,4.14759,0.11267,1.51566,0,1.81998,0.76454,0,0,2.9367,0,0,0,0,0.2449,0,0,6.5517,0,0.0834,2.14464,0,1.51286,0,0.29753,0,0.20465,2.30687,0,0,0,0.03313,1.49077,0,0,0,0.65786,1.78494,0,0,0,0,2.51128,0.10473,0.98884,0,0,1.23364,0,0,0.07047,0,0.05168,1.12815,1.58777,0,0,3.70663,0,1.35988,0,0,0.08106,0,0,5.21814,0,1.53381,0,0,1.90488,2.42324,0,1.87356,0.27617,0,0,0.07,0,0,0,0,0,0,0,0.80335,0.52443,0,0.43514,1.42609,1.60823,0,0,0,0,2.52677,0.31928,1.58593,1.74207,0,0,0,0,4.79217,0,0,0,0,1.23934,0.32158,0,0,0,0,0,0,0.04757,3.72341,0,0,0.77439,0.38611,0.17561,0,1.36083,0,0,0,1.38173,0.26515,0,0.52359,0.0703,0,0,0,0,0.88536,0,2.31019,0,0,0.56114,0,0,0,0.70061,1.17183,0,0.22292,0,0,2.46247,0,0.14933,0,2.32326,0,0.85711,0,0,0,0.15877,0,0,0,0.50193,0.82724,0,5.32973,0,0,0.01156,0,0,0,0
t__SGB15120,,,0.37352,0,0,0,0,0,0,0,0.62663,0,0.01068,0,0,0,0,0,0,0.95048,0,0,0,0,0,0,0,0,0,0,0.59729,0.40573,0,0,0.08333,0,0,0,0,0,0,1.22135,0,0.1005,0,0,0.33208,0,0,0,0,0,0.58952,0,0,0.89251,0.35063,0,0,0,0,0.67678,0,0,0,0,0.61312,0.77879,0,0,0,0.19793,0,0.16736,0,0,0,0,0,0,0,0,0.2337,0,0,0.62734,0,0,0,0.23846,0,0,1.2891,0,0,0,0,0.36492,0,0,0,0,0.37125,0,0,0.39506,0,0,0,0.55708,0,0,0.40215,0,0,0,0,0.56495,0.08247,0.73886,0.35978,0,0,0,1.19807,0,0,0,0,0,0,0,0,0.06243,0,0,0,0,0,0.50762,0.29594,0,0,0,0,0,0.61221,0,0,0,0.29553,0.59172,0,0.25402,0,0,0,0,0,0,0,0.47678,0,0,0,0.3077,0.32446,0,0,0,0,0.00288,0,0,0,0,0.43357,0,0.8237,0,0,0,0.54309,0.75009,0,0.49984,0.69999,0.43094,0,0.1331,0.23825,0.39062,0,0,0.42244,0.2897,0,0,0.41615,0,0,0,0.50332,0,0,0
t__SGB4677,,,0.25033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6051,0,0,0,0,0.10988,0,0,0,0,0.00483,0,0,0,0,3.9994,0,0,0,0,0,0,0,0.00743,0,0,0.11996,0,0,0.69573,0,0,0,0,0.03703,0.32074,0,0,0,0.09218,0,0,0,0.27988,0,0,0,0.13235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06328,0,0,0,0,0,0.11786,0,0.65131,0,0,0,0,0,0,0,0,0,0,0,0.48125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08049,0,0,0,0,0,0.0231,0,0,0.17805,0,0,0,0.07529,0,0,0,0,0.27125,0,0,0,0,0,0,0,0,0.17537,0,0.59856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61547,0,0,0,0,0,0,0.2478,0,0,0,0,0,0.02617,0,0.29833,0,0,0,0,0,0,0,0,0.01922,0,0,0
t__SGB4811,,,0.204,1.22403,0,0.54544,0.60119,0.10865,0,0,0,0.15531,0.34985,0,0.04353,0.11144,0.7095,0.2328,0,0,0.95883,0,0,0,1.87772,0.09374,0,0,0.41881,1.78213,0.98627,0.8376,0.30492,0,0.96404,5.28821,0,0.355,1.50391,0,0,0.63975,0,0.16677,0,0,0.89665,0,0.09215,2.64322,0,0.89473,3.02158,0.00821,0,1.15724,0.22712,0.13683,0,0,1.24141,2.12171,0,0,0,0.59369,4.34603,0.24775,0,0.11742,0,1.00309,0.45757,0.43433,2.47688,0,0.5961,0,3.72756,0.03328,0,0.44941,1.34967,0.09449,2.34277,0.2171,0.82319,0,0.13993,0.26962,0,0.31293,0,0.0675,5.8862,0,1.06401,0.01666,0,0.16198,0.00375,0.31737,0.00567,0.65665,0.33935,0,0.11582,1.72692,0,2.4184,0,0.68764,0,0,8.12667,0.47041,0,0.37104,0.21435,0.22647,0,0,0.17278,0.73323,0,0.58001,1.01799,0,0,0.39585,0.27187,0,1.31247,0.38298,0,0,0,0.63091,1.08479,0.8409,0.73424,2.87213,0,0,0,0.06549,4.23914,0.11479,2.29137,0.04769,2.46593,0.37163,0,0.24824,0.49162,1.13476,0,0.15913,1.50378,0.04946,0.03004,1.57589,0.61214,0,0,1.14732,0,0,0.18192,0,0,0,0,0,0.22447,0.04823,0.45563,0,0.01575,0,0.14963,0.14189,0.17314,0.23893,1.20303,0.41889,0.03413,0.1747,0,0,0.7672,0.40121,0,13.41432,0,1.37805,0.09716,0,0.84703,0,0,0.04103,0.19131,0,0,0.73942
t__SGB3957,,,0.09068,0,0,0.11583,0.10468,0,0,0,0,0.04268,0.04155,0,0,0,0.24238,0.05412,0,0,0,0,0,1.21116,0.10373,0,0,0.08192,0,0.25598,0.28748,0.13297,0.15754,0,0.11337,0.01407,0,0,0.22596,0.04833,0,0,0,0.0643,0,0,0,0,0.1479,0.36983,0,0.33355,0.22618,0,0,0.2766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12964,0,0.21981,0.15169,0,0.42987,0,0.27649,0.0423,0,0,0.06599,0,0.19055,0,0.11015,0,0.0293,0,0,0,0,0,0,0.17198,0.08207,0,0,0,0,0,0.30485,0.16471,0.19503,0,0.00192,0,0,0,0,0.0412,0,0,0.32661,0.10874,0,0.35532,0.01194,0.07851,0,0,0,0,0,0.20221,0.0793,0,0,0,0,0,0.05025,0,0,0,0,0.55713,0.10914,0.13825,0,0.14356,0,0,0,0,0,0.06317,0,0.09409,0.11844,0.18263,0,0.15575,0.12153,0.11207,0,0,0.28992,0,0.37268,0.23075,0.1358,0,0,0,0.1447,0,0.28909,0,0,0,0,0,0,0,0.3584,0,0,0,0.10553,0.02506,0,0.20683,0,0.13629,0,0.12451,0,0,0.08852,0.0657,0,0,0,0.0532,0.15166,0,0.3691,0,0,0,0,0,0,0
t__SGB4626,,,0.05653,0.01679,0,0,0.00592,0,0,0,0,0.00366,0,0,0,0,0,0,0,0.36689,0,0,0,0.01457,0,0,0,0,1.00891,0.3405,0.00663,0.05409,0,0,0,0,0,0.03856,0,0,0,0.01361,0,0,0,0,0,0,0,0,0,0.05545,0,0,0,0,0,0.05034,0,0,0,0.33444,2.62196,0,0,0,0,0.11042,0,0.22708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947,0,0.02063,0.17487,0,0,0,0,0,0,0,0,0.11658,0,0,0,0.04333,0,0.0561,0.53372,0,0,0,0,0,0.06905,0,0.08356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61944,0,0.02225,0.00651,0,0,0,0,0,0,0,0.41577,0,0,0.0118,0,0,0.47318,0,0,0,0,0,0.0223,0,0.01966,0.01258,0,0,0.12975,0,0,0,0,0,2.1521,0,0.24954,0,0,0.28738,0,0.03021,0,0,0,0.13301,0.05519,0,0,0,0,0,0,0.01942,0,0.84337,1.2778,0,0,0,0,0.22404
