Abundance,1000IBD00384,1000IBD00593,1000IBD00198,1000IBD00476,1000IBD00087,1000IBD00560,1000IBD00590,1000IBD00197,1000IBD00700,1000IBD00667,1000IBD00438,1000IBD00230,1000IBD00715,1000IBD00708,1000IBD00236,1000IBD00322,1000IBD00048,1000IBD00216,1000IBD00698,1000IBD00597,1000IBD00720,1000IBD00076,1000IBD00232,1000IBD00662,1000IBD00361,1000IBD00672,1000IBD00074,1000IBD00084,1000IBD00611,1000IBD00612,1000IBD00174,1000IBD00154,1000IBD00249,1000IBD00157,1000IBD00349,1000IBD00250,1000IBD00588,1000IBD00149,1000IBD00371,1000IBD00705,1000IBD00394,1000IBD00001,1000IBD00480,1000IBD00313,1000IBD00691,1000IBD00037,1000IBD00025,1000IBD00393,1000IBD00497,1000IBD00088,1000IBD00137,1000IBD00177,1000IBD01330,1000IBD00487,1000IBD00004,1000IBD00531,1000IBD00208,1000IBD00976,1000IBD00375,1000IBD00134,1000IBD00628,1000IBD00453,1000IBD00327,1000IBD00193,1000IBD00675,1000IBD00358,1000IBD00511,1000IBD01011,1000IBD00467,1000IBD00370,1000IBD00683,1000IBD00078,1000IBD00470,1000IBD00529,1000IBD00172,1000IBD00546,1000IBD00490,1000IBD00235,1000IBD00171,1000IBD00450,1000IBD00196,1000IBD00586,1000IBD00252,1000IBD00710,1000IBD00365,1000IBD00616,1000IBD00579,1000IBD00067,1000IBD00673,1000IBD00184,1000IBD00167,1000IBD00237,1000IBD00389,1000IBD00049,1000IBD00031,1000IBD00266,1000IBD00541,1000IBD00427,1000IBD00426,1000IBD00653,1000IBD00539,1000IBD00403,1000IBD00239,1000IBD00722,1000IBD00058,1000IBD00428,1000IBD00502,1000IBD00639,1000IBD00095,1000IBD00606,1000IBD00206,1000IBD00341,1000IBD00379,1000IBD00347,1000IBD01328,1000IBD00146,1000IBD00640,1000IBD00431,1000IBD00444,1000IBD00412,1000IBD00526,1000IBD00475,1000IBD00122,1000IBD00099,1000IBD00433,1000IBD00693
c__CFGB3048,0.1146,0,0.08423,0.0668,0.0064,0.00258,0,0,0,0,0,0,0,0.00257,0,0,0.03244,0,0,0,0,0,0.03992,0.10952,0,0,0.10945,0.36498,0,0,0,0.00151,0,0,0.07619,0,0.29327,0,0,0,0,0,0.01485,0.0388,0,0,0,0,0,0,0,0,0.24326,0,0,0,0.03021,0,0,0.39038,0,0,0.01853,0,0,0,0.08766,0,0,0,0,0,0.02818,0.41281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06412,0,0,0.03334,0,0,0,0,0.10202,0,0,0,0,0.11793,0.00888,0,0.05711,0,0.09808,0.02891,0,0.03608,0,0,0.06915,0,0.13242,0,0.01098,0.01222,0.02374,0,0,0,0.00935,0.00361,0
c__Deltaproteobacteria,0.07663,0.0378,0.00502,0.34492,0,0.54553,0,0,0.01409,0.06463,0.95197,0.01013,0,0,0.56695,0.11419,0.10351,0.51907,0.00174,0,0.04441,0.25678,0,0.09146,0,0.0899,0,0.04643,0,0.41945,0,0.01701,0,0.23231,0.4361,0,0,0.00598,0.12797,0.28209,0,0.17774,0.4623,0.39306,0,0.21238,0,0.00808,1.41565,0.00177,0.21407,0.01652,0.03622,0,0.08961,0.28755,0.15596,0,0,1.37869,0,0.21973,0.19224,0.02715,0,0.02718,0.73706,0,0.1031,0.04756,0.1598,0.22861,0.12502,0,0.04955,2.36641,0,0,0,0.0245,0.07883,0,0,0,0.36273,0,0,0.15547,0.16898,0.00559,0.17436,0.67205,0.13015,0,0.05184,0.60942,0.003,0.30537,0.03353,0,0.06824,0.08078,0.02745,0.03375,0.00837,0.27077,0,0.03243,0.50038,0,0.05055,0.13168,0,0,0,0.08749,0.09274,0.40526,0.08063,0.09471,0,0,0.1124,0.17964,0.04395,0.16354
c__CFGB3529,0.05252,0,0.05326,0,0,0.15098,0,0,0.17353,0,0,0,0,0,0,0,0,0.01981,0,0,0.08975,0.02071,0,0.1767,0,0,0,0.11067,0,0,0,0.11927,0,0,0,0.13687,0.0821,0,0,0,0,0,0.1236,0,0,0.00543,0,0,0,0,0.14465,0,0,0,0,0,0.00356,0,0,0,0,0,0.03882,0,0,0.05166,0.26571,0,0,0,0,0.04382,0,0,0,0,0,0,0,0.05696,0,0,0,0,0,0,0,0,0,0.09023,0.11634,0,0,0,0,0,0,0.22998,0,0,0,0,0.01107,0,0,0.01424,0,0.06906,0,0,0.02869,0,0,0,0,0,0,0.06253,0,0,0,0,0,0.09782,0,0
c__CFGB45503,0.03011,0,0,0.1067,0.05156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03283,0,0,0,0,0,0.17586,0,0,0,0,0,0,0,0,0,0.00305,0,0,0,0,0,0,0,0.01942,0,0,0,0,0,0,0.14272,0,0,0,0,0.12887,0,0,0.03174,0,0.01413,0.01921,0,0,0,0,0,0,0,0,0,0,0.03091,0,0,0,0,0,0.07665,0,0,0,0,0,0,0,0,0,0.00641,0,0,0,0,0,0,0.04143,0,0,0,0,0,0.15211,0,0,0,0,0,0,0.04187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB1011,0.02689,0,0.0233,0.04103,0.01658,0.02316,0.09977,0.05235,0.04586,0,0,0.09504,0,0.07493,0,0.06954,0.0171,0.00552,0.03271,0,0.0409,0.02697,0.03799,0.09767,0,0.00962,0,0.03625,0,0.0434,0.05604,0.01846,0.22502,0.03209,0.14551,0.03741,0,0,0,0,0.02432,0.04407,0,0.02627,0.02,0.0406,0.04716,0.13638,0.04596,0.11868,0.05755,0,0,0,0,0.02071,0.01712,0.02591,0.1716,0,0,0.005,0.00167,0.04849,0,0.02386,0.01864,0.13131,0.01223,0,0.0288,0,0.03012,0.01963,0.01377,0,0,0.05714,0,0.07788,0.0516,0,0,0.05963,0,0,0.06328,0,0.19921,0.02033,0.02409,0.15791,0.01233,0.00381,1.45897,0.01441,0.01224,0.01851,0,0.02425,0.10321,0,0.01559,0.02523,0,0,0,0.0307,0.03732,0.08285,0,0.08776,0,0.00228,0,0.05469,0.26019,0.02441,0.03372,0.07174,0.16352,0.04311,0.02008,0.06352,0.10852,0.05223
c__Gammaproteobacteria,0.02557,0.13145,0.56008,0.89575,0.12908,1.41073,0,0.02385,0.11918,0.00314,0,0,0.04012,0.01552,0,0.53356,0.00163,0.31011,0,0,0.00245,0.07997,0.36011,0.3651,0.40554,0.0129,0.02979,0.94209,0,0,0.02302,0.0252,0,0,0.12444,0,1.78862,0.03492,0,0.14656,0,0.05883,0.21439,0.03653,0.15578,0.30538,0,0,0.00322,0,0.0764,0.22205,1.81031,5.56758,0.06842,0.01566,2.35927,0.07396,0.28002,0.08046,0.48249,0.29788,0,0,0.00536,0.22466,1.75326,0.21371,0,0.0263,0.26568,0.13051,0.15535,0.05917,0.32313,0.21582,0.52904,0,2.68564,0.07255,0.07124,0.00228,0.02182,0.03731,0,0.0754,0.0309,0.06684,0.17388,0.0707,0.23206,0.09068,3.47067,0,0,0.00571,2.32583,0.78339,0,0,0,0.00494,0.35603,1.19211,0.06403,0,0,0.5407,5.55615,0.04286,1.27787,0.02689,0.02687,0.24117,0.93328,0.0453,0.02428,0.08984,0,0.09494,0.01084,0.06388,0.72308,0.22308,0,0.06837
c__CFGB2881,0.024,0,0.03776,0.09092,0.03029,0.05362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319,0,0,0,0,0.0811,0,0,0,0,0,0,0.01781,0,0.08641,0,0,0,0,0,0,0,0,0.05274,0,0,0,0,0.02303,0,0.09866,0,0,0,0.00533,0,0,0,0.00352,0,0,0.01012,0,0,0,0,0,0,0,0.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01679,0,0,0,0,0,0,0,0.02286,0,0,0,0,0.0311,0,0,0,0,0.13632,0,0,0.0228,0,0,0.19344,0,0,0,0.12681,0,0,0.14612,0,0,0.0105,0.02719,0
c__CFGB1507,0.02076,0.04345,0,0.00544,0,0,0.01349,0.07365,0,0,0,0,0,0,0.00616,0,0.00814,0,0,0,0.00378,0,0,0,0,0.04179,0.17329,0.01189,0,0.2178,0,0,0,0.06263,0,0.00992,0,0,0.01076,0.05413,0,0,0,0,0,0.00185,0,0.02325,0,0,0,0.11624,0,0,0,0,0,0.01316,0,0.02844,0,0.0246,0,0.09384,0,0,0.00387,0.11835,0.00365,0,0,0,0.0758,0.09934,0,0,0,0.06977,0,0.03077,0,0.40442,0,0.03563,0,0,0,0,0,0,0.00534,0.00221,0,0,0,0.03449,0,0.00736,0,0,0,0,0.03382,0,0.04094,0,0,0,0.07839,0,0,0.07582,0,0,0,0.01753,0,0,0,0,0,0,0,0,0,0
c__CFGB3069,0.00941,0.06032,0.11786,0.15098,0.01659,0,0.01587,0.0391,0,0,0,0,0,0,0,0.10567,0,0,0,0,0.07224,0.23557,0,0.05056,0,0,0,0.05961,0,0,0.0192,0,0,0,0.00573,0,0.10496,0,0,0,0,0,0.00676,0,0,0.12501,0,0,0,0,0,0,0,0,0,0,0.22422,0,0,0,2.51028,0,0.02248,0,0,0,0,0.07596,0,0,0.51629,0,0.03254,0.09602,0.01034,0,0,0.10457,0,0,0.91128,0,0,0.00757,0,0,0,0,0,0,0.0298,0.0045,0.02445,0.00797,0,0,0,0.01181,0,0,0,0.11033,0,0.02384,0,0,0,0.25205,0.0489,0,0.17113,0,0,0,0,0.08748,0,0,0.02532,0,0,0.01531,0,0.04474,0,0
c__Lentisphaeria,0.0044,0,0,0.09814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB3004,0.00093,0,0.00017,0,0,0,0.01373,0,0,0,0,0,0,0.00206,0,0.00141,0,0,0,0,0,0,0,0,0,0,0.01034,0.01065,0,0,0,0,0,0,0.00168,0,0,0,0,0,0,0,0,0,0,0.02664,0,0.02409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01136,0,0.00476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0.00969,0.00965,0,0,0,0,0,0,0.00561,0,0,0,0.00204,0.00014,0,0,0.00294,0,0.00122
c__CFGB32970,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03362,0,0,0,0,0,0,0,0,0,0,0,0,0.01168,0,0,0,0,0,0,0,0,0,0,0,0.00608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03091,0,0.05008,0,0,0,0,0,0,0,0.00611,0,0,0,0,0,0,0.00549,0,0,0,0,0,0,0,0
o__Eubacteriales,52.36225,51.5779,40.16425,43.31107,41.45743,54.30422,54.94946,81.98374,64.58667,68.08552,58.19589,49.10209,55.97089,39.37365,75.41034,42.48132,64.18761,63.10254,64.71116,39.99011,52.19511,43.16662,75.50578,57.95998,65.17054,65.1459,60.288,40.54447,66.32959,65.72926,58.48945,58.55592,66.36581,33.18645,45.82883,43.57678,43.5584,48.00408,63.99615,32.5675,76.68532,42.64971,52.67055,34.29607,52.79582,53.20817,54.22816,64.29221,54.9822,48.89437,41.94891,80.30984,46.04309,76.76915,54.21744,64.96678,32.83641,40.62472,51.38481,63.21113,25.93644,51.28408,64.75482,42.69708,82.93147,62.42261,63.96512,66.44517,33.74482,66.65821,48.04606,51.37288,56.88491,56.8043,34.41922,53.21541,50.30498,39.24498,39.68103,56.72052,48.79682,59.57146,65.97448,59.01021,63.1229,64.04185,46.99751,26.9765,49.90014,37.70887,48.45275,43.56676,48.86434,49.97362,72.82705,36.28526,69.70186,42.21775,50.74949,63.86909,58.27438,49.45752,69.70048,50.30556,58.60014,60.07248,59.66182,38.42069,32.58468,58.92038,43.23445,38.13446,79.27972,42.62117,24.05778,61.28658,58.56538,55.32305,57.18627,58.17138,47.83742,45.80106,46.56701,48.19897,46.6893,65.87071
o__Bifidobacteriales,17.60729,27.30904,13.44744,3.03254,9.66556,3.24808,17.44898,3.42296,5.42052,6.93308,10.2448,12.2936,16.04252,6.17509,5.40523,2.93318,8.54254,15.96376,14.03944,2.51566,4.23283,13.78686,6.14642,3.50147,5.15837,6.4264,4.63721,8.18117,2.46128,0,9.74978,16.98199,4.33623,18.50824,9.29119,15.35499,6.20677,40.50634,5.96998,4.27546,1.18022,22.21576,7.02817,12.54183,17.11269,4.01579,23.80344,3.01337,10.24123,21.0653,3.37342,5.13342,8.64123,0.0297,2.86982,1.7504,0,33.7427,19.74758,5.63217,3.83288,17.35322,2.1794,1.9204,0,3.98302,8.43642,7.42885,25.35391,10.83918,9.86709,12.26205,1.74339,6.09943,24.31723,6.83302,26.48922,6.62279,0.67323,2.94791,13.7802,2.07821,10.74266,18.20303,11.75037,2.52512,11.37701,50.78543,12.78048,10.29073,6.04302,24.83748,10.98758,11.11013,5.86224,26.67774,3.46203,1.63233,23.82588,6.27524,13.75582,18.12103,0.02078,5.20753,12.05683,4.26783,23.26536,18.65286,17.01041,14.11067,5.68321,22.86001,6.1594,12.68159,1.78273,1.90205,2.28073,9.71852,11.30891,9.8656,12.18879,26.24975,5.60524,1.86184,20.86628,12.79182
o__Bacteroidales,15.51606,1.4376,8.52593,9.22479,9.95089,8.22593,2.04678,0.29948,20.49012,1.24297,13.95811,3.02451,2.37073,21.30263,7.69546,21.41861,12.25185,1.9493,2.99319,15.47008,8.7314,8.88816,3.07777,8.33544,18.71407,19.3397,9.65164,13.24207,22.44758,21.92558,3.35774,6.84308,7.47129,27.59911,18.3551,3.16219,4.99309,1.32287,15.21463,25.34414,11.13354,13.13358,19.62246,27.04108,10.14916,17.10454,5.66899,6.89671,7.35923,11.62648,15.33095,2.73957,1.22085,0,29.11473,12.43399,10.76525,3.24444,11.12598,19.09645,24.69712,18.36879,17.19575,6.21972,1.02376,12.8668,10.50452,2.43566,20.96401,14.0134,15.51419,11.46081,24.29273,17.14181,16.70545,21.10829,8.10613,34.47752,31.78745,7.67996,14.54206,14.56442,10.06589,6.80212,13.64552,18.72466,13.33828,13.27457,29.8451,13.15184,15.10863,17.67501,8.03906,10.24013,12.33454,10.15763,6.17404,13.91752,0.00584,1.9278,13.84831,9.74136,19.5356,17.04625,14.24004,20.86432,10.10353,12.64281,14.80046,17.3373,15.2076,15.26875,4.74905,13.80714,64.51203,10.36635,7.10496,8.23159,11.21294,12.61328,14.75618,2.54041,15.6568,8.34235,7.82348,9.817
o__Coriobacteriales,5.14675,9.34842,2.3908,2.83556,5.59191,3.98831,2.5646,0.05672,0.29741,2.44252,1.90702,10.16082,13.36502,2.60282,0.07525,3.04606,4.62581,3.84613,3.68847,9.49133,1.27234,2.20517,1.85424,6.77073,0.82325,1.86028,8.57401,4.40792,0,2.58303,4.34391,2.82785,5.92143,4.48905,4.00315,13.89879,6.75307,2.87551,3.50328,0,1.66048,4.41733,1.72449,5.03619,8.31126,4.76568,1.89273,0.28828,5.8993,4.37437,3.64588,4.32727,5.28024,1.3101,2.85431,1.33805,0.82445,3.61168,4.29195,1.62843,14.17594,1.21134,1.64205,4.19645,3.93773,2.45019,1.4097,3.27681,5.60787,3.27392,2.90716,4.2253,0.33763,3.97243,5.03482,3.6316,0,0.28039,0.43411,9.1592,4.14202,0,3.73908,3.20007,5.49734,1.62368,4.69314,3.9135,0.07053,4.92761,3.61924,2.71551,5.04505,3.63201,0.0978,9.50358,0.12623,1.75666,8.44265,6.87761,1.9401,3.57288,1.22994,2.88493,4.80548,4.61443,0.05947,4.16106,2.26366,1.28038,2.21102,5.11171,0,0.15481,1.11784,8.18583,4.22617,2.04327,4.70261,2.87934,8.39019,5.94968,9.84136,2.66119,6.43788,3.86552
o__OFGB38642,2.79476,0.05298,2.78988,0.75984,0.89782,0,0.28009,0.35418,0.7101,0,0.22707,0,0,0.07635,0.01437,0.13222,0.00967,0.16709,0.00673,0,0.17715,0.06517,0,4.02269,0,0,0,0.16022,0,0,0,0.00403,0,0,0.10689,0,1.77335,0,0,0,0.0035,1.44612,0,0.1747,0,0.38616,0,0,0,0,0.01206,0,0,0,0,0.82337,1.20325,0,0,0,0.19164,0,0.06969,0,0,2.45261,0.43814,0.07897,0,0,0.10195,0,0.04774,0,0.13437,0.04824,0,0,0,0,0.3159,0,0,1.06456,0,0,0.12618,0,0,0.00742,0,0,0.03575,0,0,0,0,2.84112,0,0,0.07085,0.01264,2.04865,0.02103,0,0,0,1.06641,0,0,0.25336,0,0,0.00856,0,0.01758,0,0.70318,0.01139,0,0,0.18901,0.03876,2.03637,0,0
o__Veillonellales,1.56073,0.13882,0,0,1.38011,0.00325,1.26823,0.07139,2.04712,0.7193,0,12.27738,3.07214,0,2.35555,0,0,1.35184,1.84242,2.51103,2.14581,0.79374,0,4.07149,3.55459,2.39107,2.37104,0,4.7484,2.37591,0.04904,0,0,0.03531,0.91835,0.56392,0,1.56234,2.54948,0,1.33517,1.60914,1.4786,1.60618,1.39242,0.75598,1.89837,0,0,5.0241,0.22436,0,5.10049,9.90415,2.05067,1.97802,0,0.64848,1.94095,3.17975,0,3.44271,0.02911,3.35629,0,2.09501,1.80545,1.81398,4.21151,0.8337,2.94956,0,0,0,1.25709,1.32071,9.69993,1.72652,0.87393,0,1.7509,7.62149,2.02982,2.50055,0,3.13586,4.42758,1.14605,1.62863,0,0.0361,1.13123,0.01724,4.11521,2.08654,4.80711,2.85895,0,0,0,2.79603,2.27822,0,0,0.06613,2.06463,1.5997,0,0,0,4.42834,2.09124,0.88885,0.38797,4.20691,0,3.88669,2.26609,2.58872,0,1.42757,1.15543,0,0,1.54572,2.39619
o__OFGB76763,1.12687,0,0.00449,0,0.53159,0,0,0.28242,0,0,0,0.34643,0.08818,0,0,1.41571,0,1.44628,0.56238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999,0,0.18208,0,0,0,0,0,0.78649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02915,0,0,0,0,0.25112,0,0,0,0,0,0,0,0,0.06455,0,0.17711,0,0,0,0,0,0,0,0,0,0,0,0.02814,0,0,0,0,0.04063,0,0,0
o__Clostridiales,1.0368,0,1.24508,0.22227,5.30407,1.96755,0.02965,0.0135,0.84431,11.06883,6.83703,0.10306,0,2.19721,0.24331,0.17569,3.72155,3.16472,2.8663,0.10136,13.82981,1.63969,2.39718,3.79366,0,1.08553,3.86902,4.10565,0,1.48854,1.28313,1.67703,0.39421,0,5.4137,0.10534,3.73978,1.75132,0,0.1847,2.11811,7.51253,2.25652,1.73017,0,4.34872,7.34451,0.23518,4.43345,4.79932,0.50721,0.00908,1.2026,0,1.35526,4.46332,0.97427,4.89699,2.8707,0.72366,0.85625,0.25865,2.29909,0.76629,0.512,4.6241,1.38306,3.01838,0.02916,0,5.51901,0.26396,0.14975,0.46593,0.87683,2.58639,0,0.50672,0,1.85373,0.24071,0.54498,0.4391,0.10762,0.40169,2.23024,0.0438,0.6672,0.08451,2.99701,0.84335,3.58789,1.22099,0.10724,0.20504,0,0.10415,1.11855,2.92039,1.58222,0,3.30844,0.27232,3.9946,0.19797,4.6536,0.2712,0.58401,0.74789,3.14868,1.50125,0.1828,0,1.45028,0.34646,0.24554,1.55559,3.42185,0.21021,0.90323,1.8943,0,2.077,3.21351,0.30515,0.29009
o__Lactobacillales,0.59952,0.3079,6.24072,2.85447,5.65153,10.72784,0.53849,0.26772,0.1807,2.85139,1.7688,0.15899,5.33311,7.86581,3.98042,3.27967,1.06774,0.55289,0.53277,24.14488,2.92359,3.71483,5.25523,0.53706,1.02807,0.2104,0.15332,4.08379,2.2046,1.16926,18.63926,5.75003,3.89858,8.71991,1.76723,3.88118,1.42557,0.86797,3.70658,32.03745,0.4462,1.40095,0.45424,1.12858,1.03736,1.82984,1.59634,0.42489,0.21165,0.12449,25.46254,1.24745,9.41335,0.53181,0.24128,1.266,4.59388,8.2425,1.5295,0,3.19242,0.01923,4.04065,27.60665,1.6019,2.74783,1.78413,12.14773,0.06097,0.0222,3.37661,6.93094,0.52234,0.30291,0.44953,3.59613,0.83281,3.02496,18.70502,1.06874,1.29914,8.12779,2.64875,1.47532,0.13733,1.2299,14.42279,1.90974,0.54884,14.92618,3.04304,0.99037,11.78901,9.61706,0.45685,2.85573,4.00198,2.75504,0.20508,0.3823,1.85678,0.28969,0.86914,6.08244,1.46594,0.05338,0.00105,2.83483,3.07284,1.77534,2.85084,13.57851,0.38191,4.01273,2.28601,3.51833,0.16201,1.9085,0.13344,0.51839,0.50578,2.84669,0.37057,3.8933,0.46015,0.17009
o__OFGB76352,0.44632,0,0.26821,0,0,0,0.13982,0.025,0,0,0,0,0,1.88082,0,0,0.8453,0,0.49034,0,0.2511,0,0,0.09507,0,0,0.23544,0,0,0,0,0,0.14247,0,0.23819,0,0,0,0,0,0,1.34737,0,0.18197,0,0.01114,0,0,0,0,0,0.05781,0,0,2.98445,0.3385,0,0,0,0,1.28338,0,0,0,0,0,0.82679,0,0,0,0.00649,0,0.01194,0,0,0,0,0,0,0,0.02669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01307,0,0,0,0,0,0,0,0,0,0.39144,0,0,0,0,0,0.87026,0,0,0,0.38452,0,0,0,0,0,0.20544,0.19936,0
o__Burkholderiales,0.34365,0,0.41678,1.69948,0.01523,0.01362,0.0625,0.01801,0.25999,0,0.19768,0.08889,0.17182,0.23424,0,0.42655,0.26255,0.09932,0.05536,0.8012,0.00259,0.06759,0,0.01677,0.59832,0.46549,0,0,0.80957,0,0,0.05859,0.27442,0.22841,0.23778,0.02891,0,0.17278,0.6315,0,0.02224,0.26532,0.61027,0.47447,0,0.20719,0.14779,0.03583,0.12899,0.69652,0.04087,0.07348,0,0,0.95747,0.71276,5.65194,0.04617,0.25254,0.49607,2.06073,1.49661,0.19515,0.03444,0.33029,0.07685,0.17102,0.01143,3.15352,2.56893,0.29951,0,0.17437,0.02196,0.02536,0.71444,0,0.81119,0.59725,0.24424,0.03048,0.36156,0.21582,0.43355,0.33916,0.56193,1.18291,0.44325,0,0.05982,0,0.09783,0.00761,0.01406,0.09918,0.0486,0.34648,0.03348,0,0,0.0034,0.16377,0.41007,0.02708,0.59718,0.50851,0.47324,0.03708,0.02065,0.34499,0.29177,0.20686,0.04924,0,0.47242,0.02451,2.65193,0.26633,0.294,0.38689,0.05131,0.82113,0.01494,0.318,0.0762,0.08711
o__Erysipelotrichales,0.27614,0.03592,0.01921,2.37333,2.07159,5.73987,1.17615,2.03921,0.73283,0.28949,2.21288,0.87927,0.31832,0.16226,2.01842,0,0.14052,0.43189,0.5491,2.64668,0.38332,1.38916,0.27597,0.05102,0.4697,0.22333,4.9723,2.1496,0.43914,0.63722,0,0.2877,0.25511,0.00287,0.73476,7.73567,10.46534,0.05187,0.239,2.58581,0.58628,1.27468,0.27309,8.15669,0.38521,0.13015,0.02849,2.73283,0.09639,0.90285,0.93647,1.87027,2.98835,1.02284,0.1887,0.45894,1.05773,0.39785,0.4034,1.02572,3.80175,0.69639,0.44231,4.30754,0.29056,0.23142,0.25541,0.02157,1.27809,1.51867,0.18224,0.32993,5.45542,1.30074,8.57704,1.10014,1.67706,0.69263,0,8.2466,1.26982,5.31125,0.08798,0.50913,2.7726,0.11418,0.19362,0.22988,2.72556,4.02779,5.94964,1.9239,2.61343,0.23077,0.26366,6.49536,1.17606,0.27962,6.99239,15.79783,1.52249,0.14773,0.22996,0.48108,2.28217,0.08609,0.76165,2.84482,7.27599,0.4891,2.39965,0.10933,0.39049,0.29427,0.12019,0.25967,0.11772,0.15022,0.44255,7.71237,3.75718,0.47328,2.76306,0.32795,0.89932,0.16051
o__Eggerthellales,0.25547,1.50673,0.38915,0.42071,0.84727,0.4546,1.18745,1.46422,0.57933,0.59994,0.71788,0.11354,0.33794,0.77801,0.35874,0.73304,0.52226,0.11803,0.247,2.12486,1.36299,0.52967,0.06297,1.28978,0.23553,0.4096,0.18344,0.8828,0.24549,0.51223,0.30481,0.94197,2.8259,0.17943,0.69427,0.17973,0.10942,0.51859,0.28941,1.13291,2.5334,0.30639,0.30459,0.26343,1.37898,0.62638,0.83705,1.80599,0.60553,0.08794,0.50889,0.3888,1.81054,0,0.42153,0.04085,3.28469,1.18775,1.27432,0.68848,0.39851,0.748,0.55712,0.38315,0.69116,0.78663,0.40824,0.45202,1.03999,0.06323,0.28543,0.40249,0.21855,1.09954,0.29662,0.12279,2.22966,4.58975,0.30162,1.02752,1.33211,0.31046,0.22758,0.96211,0.03284,0.54237,0.36116,0.1398,1.10912,0.14077,0.44718,1.07166,0.24059,0.6642,0.42707,0.32514,0.94904,0.70003,0.85422,1.38192,1.62342,0.28776,0.25256,0.56338,1.16111,1.00973,2.40783,0.23102,0.90665,0.51924,0.14825,0.88883,0.61341,1.13156,0,1.03712,0.3662,0.14646,0.32726,0.61531,0.53043,1.16713,0.93106,0.2968,0.18598,0.90938
o__Clostridia_unclassified,0.22188,1.00936,0.54725,0.73395,0.26536,0.14237,0.75721,0.93583,0.02063,0.07148,0.17749,0.0995,0.06714,0.42564,0.04807,0.48173,0.1403,0.01439,0.35707,0.08676,0.32925,0.27837,0.09729,0.13583,1.20968,0.45961,0.13635,0.44772,0.23457,0.12532,0.00231,0.10544,0.3548,0.03541,0.32068,0.09041,0.11699,0,0.15439,0.40977,0.73771,0.08654,0.05259,0.51356,0.22929,0.2101,0.02417,0.45941,0.10749,0.00985,0.21792,0,0.19839,0,0.10357,0.0092,0.58781,0.00253,0.3979,1.36439,0.47557,0.02609,0.00683,0.11452,0.83941,0.14304,0.03729,0.08137,0.01895,0,0.35205,0,0.35526,0.34777,0.27208,0.04028,0,0.93015,0.02196,0.29828,1.51217,0.10522,0.02204,0.69957,0.01558,0.26797,0.07258,0,0.12239,0.17351,0.05865,0.50565,0.11711,0.11135,0.15209,0.0854,0.20785,0.58805,0,1.4036,0.281,0.07469,0.07407,0.05125,0.00598,0.02251,0.19617,0.23115,0.25356,0.13388,0.09896,0.89417,0.05574,0.3927,0.09283,0.54389,0.52181,0.12792,0.26278,0.29404,0.57877,0.19492,0.32468,0.6846,0.07573,0.2001
o__OFGB3068,0.13355,0,0.30974,0.37457,0.14048,0.04711,0.7042,0,0,0,0.14656,0,0.04189,0,0,0,0,0.064,0,0,0.77069,0.02389,0.12577,0.07459,0,0,0,0.5739,0,0,0,0,0,0,0.11461,0,0.26237,0,0,0,0,0.31876,0.08889,0.11264,0,0,0,0,0,0,0.02587,0,0,0,0.03415,0,0.31889,0,0.12009,0.14415,0,0,0.14454,0.08947,0,0.18832,0.14073,0,0.10461,0,0,0,0,0.08673,0,0.15538,0,0,0,0.05188,0,0,0.05722,0.06798,0.03113,0,0,0.01448,0,0.04999,0.08318,0,0.11828,0,0.04742,0,0,0.5846,0,0,0.20027,0,0.21596,0.07237,0,0,0,0.14621,0.03057,0,0.26459,0,0,0.4414,0,0,0,0.14329,0,0.24224,0.64114,0,0.05161,0.51252,0.12459,0
